,open,high,low,close,volume,log_diff_volume,log_return,mid_price,relative_open,relative_high,relative_low,relative_close,log_volume
2022-09-30 09:35:00,347.7729,347.936,345.6042,346.0649,1844705.0,0.23251811575755177,-0.5005872532042765,346.77009999999996,1.0028918294858755,1.0033621699218014,0.9966378300781988,0.9979663759937782,14.427829931073823
2022-09-30 09:40:00,346.0552,347.8662,345.5969,346.9476,1487939.0,-0.21492743216260735,0.2547430175788179,346.73154999999997,0.9980493554739972,1.0032724163693787,0.9967275836306215,1.0006231045314453,14.212902498911216
2022-09-30 09:45:00,346.9188,347.5905,346.084,346.8997,1343398.0,-0.10218971585728553,-0.013807072557892042,346.83725000000004,1.0002351246874432,1.0021717678824866,0.9978282321175133,1.0001800556312794,14.11071278305393
2022-09-30 09:50:00,346.9188,348.3102,346.5542,348.2718,1497929.0,0.10888126235341566,0.3947520235729307,347.43219999999997,0.9985223016174091,1.00252711176454,0.9974728882354601,1.002416586603084,14.219594045407346
2022-09-30 09:55:00,348.243,348.9819,348.0607,348.4158,1583871.0,0.05578836323885561,0.04133847137532953,348.5213,0.9992014835248233,1.0013215835014961,0.9986784164985039,0.9996972925327663,14.275382408646202
2022-09-30 10:00:00,348.3966,348.6365,347.5905,348.2526,1009861.0,-0.4500591530621545,-0.04685155892971693,348.11350000000004,1.0008132405092016,1.0015023835616832,0.9984976164383167,1.000399582320134,13.825323255584047
2022-09-30 10:05:00,348.2478,348.4925,347.5426,348.1332,978502.0,-0.031545145823054455,-0.03429133712087307,348.01755,1.0006616045656318,1.0013647300258277,0.9986352699741722,1.000332310827428,13.793778109760993
2022-09-30 10:10:00,348.1375,348.7228,347.5761,347.9935,911826.0,-0.0705736483808348,-0.04013637226538691,348.14945,0.999965675660266,1.0016468502248101,0.99835314977519,0.9995520601856472,13.723204461380158
2022-09-30 10:15:00,347.9744,348.1951,346.9668,347.9173,963697.0,0.0553277474524041,-0.02189935845358093,347.58095000000003,1.0011319665246325,1.001766926524598,0.9982330734754018,1.0009676882464358,13.778532208832562
2022-09-30 10:20:00,347.9168,348.2718,347.485,348.1183,658862.0,-0.38026282547110846,0.05775566812591393,347.8784,1.000110383398337,1.00113085491942,0.9988691450805799,1.000689608782839,13.398269383361454
2022-09-30 10:25:00,348.1375,348.79,347.6097,348.3678,889848.0,0.30053655724433703,0.07164536684154399,348.19984999999997,0.9998209361663999,1.0016948600064017,0.9983051399935985,1.0004823379447176,13.69880594060579
2022-09-30 10:30:00,348.3774,349.6344,348.2526,349.4848,1207302.0,0.30509273530239867,0.32012518228610176,348.9435,0.998377674322634,1.0019799767010993,0.9980200232989008,1.001551253999573,14.00389867590819
2022-09-30 10:35:00,349.5001,349.8647,349.2314,349.5192,915258.0,-0.27693740418269996,0.009842576016083626,349.54805,0.9998628228651254,1.0009058840408351,0.9990941159591651,0.9999174648521141,13.72696127172549
2022-09-30 10:40:00,349.5049,349.5192,349.0491,349.3033,759340.0,-0.18675635781161937,-0.06178965527565694,349.28415,1.00063200692044,1.0006729477990914,0.9993270522009087,1.0000548264214106,13.54020491391387
2022-09-30 10:45:00,349.3273,349.5097,348.6077,349.193,687254.0,-0.09974568760502578,-0.03158212890079781,349.05870000000004,1.0007694980815547,1.001292046294792,0.9987079537052077,1.0003847490407771,13.440459226308844
2022-09-30 10:50:00,349.1738,349.7879,348.9435,349.4233,811989.0,0.1667828459451819,0.06593032780433106,349.36569999999995,0.9994507188312993,1.0012084758177464,0.9987915241822538,1.0001648702205168,13.607242072254026
2022-09-30 10:55:00,349.4425,349.6056,348.9339,349.4328,603652.0,-0.2964889203208152,0.0027187285052576726,349.26975,1.0004946033832016,1.000961577691741,0.9990384223082589,1.0004668311527123,13.310753151933211
2022-09-30 11:00:00,349.4713,350.095,348.8764,349.8935,783089.0,0.2602484819698354,0.13175539562739758,349.4857,0.9999587965974001,1.0017434189725074,0.9982565810274926,1.0011668574708494,13.571001633903046
2022-09-30 11:05:00,349.9031,350.8626,349.7112,350.7763,827658.0,0.055353670660135634,0.2519875887705858,350.2869,0.9989043267104765,1.0016435099342853,0.9983564900657147,1.0013971404582929,13.626355304563182
2022-09-30 11:10:00,350.7955,351.1121,350.546,350.8147,697544.0,-0.171034431437862,0.010946548641133091,350.82905,0.9999043693787616,1.00080680319945,0.99919319680055,0.9999590968877863,13.45532087312532
2022-09-30 11:15:00,350.8338,351.0641,350.4404,350.5752,685389.0,-0.01757903385393078,-0.0682929735111415,350.75225,1.000232500290447,1.0008890890935125,0.9991109109064874,0.9994952277569139,13.43774183927139
2022-09-30 11:20:00,350.5748,350.8818,350.4692,350.7715,633156.0,-0.07926972301014956,0.05597802203274327,350.6755,0.9997128399332146,1.000588293165619,0.9994117068343811,1.000273757362576,13.35847211626124
2022-09-30 11:25:00,350.7763,350.9874,350.4692,350.5076,750664.0,0.1702413109081906,-0.07526247750924142,350.7283,1.0001368580750398,1.0007387484842256,0.9992612515157745,0.9993707379758064,13.52871342716943
2022-09-30 11:30:00,350.5172,350.8338,350.3157,350.5652,480448.0,-0.4462391462367563,0.016431959742213564,350.57475,0.9998358410010989,1.0007389294294584,0.9992610705705417,0.9999727590192962,13.082474280932674
2022-09-30 11:35:00,350.5556,350.594,349.7591,349.9223,751365.0,0.4471725503866022,-0.18355793087332373,350.17655,1.0010824539792855,1.001192112949882,0.9988078870501179,0.9992739376751527,13.529646831319276
2022-09-30 11:40:00,349.9127,350.0374,348.8476,348.8667,1062051.0,0.3460656709105674,-0.30212290203310843,349.4425,1.0013455718752011,1.0017024260071399,0.9982975739928601,0.9983522324846005,13.875712502229844
2022-09-30 11:45:00,348.8715,349.1354,348.5309,348.5693,796243.0,-0.28805280760876784,-0.08528381615686698,348.83315,1.000109937945978,1.0008664600827073,0.9991335399172928,0.999243621198272,13.587659694621076
2022-09-30 11:50:00,348.5693,348.5693,348.0895,348.2077,807598.0,0.01415999432317605,-0.10379218385851985,348.32939999999996,1.0006887159108593,1.0006887159108593,0.9993112840891409,0.9996506180643955,13.601819688944252
2022-09-30 11:55:00,348.2047,348.387,348.0415,348.2718,554439.0,-0.37610761824026184,0.01840685911957962,348.21425,0.9999725743561615,1.000496102614985,0.9995038973850151,1.0001652718118228,13.22571207070399
2022-09-30 12:00:00,348.2814,348.3006,347.5138,347.8112,1012537.0,0.6022575498010312,-0.13234055916457876,347.9072,1.0010755741761022,1.0011307613064633,0.9988692386935367,0.9997240643481939,13.827969620505021
2022-09-30 12:05:00,347.8016,348.0511,347.4754,347.485,464565.0,-0.7791128576446127,-0.09383052113109969,347.76324999999997,1.00011027617208,1.0008277182824812,0.999172281717519,0.9991998867045326,13.048856762860408
2022-09-30 12:10:00,347.4658,347.9168,347.4178,347.8304,608779.0,0.2703538279875417,0.09935060503778459,347.6673,0.9994204229158163,1.0007176401116815,0.9992823598883185,1.0004691266621852,13.31921059084795
2022-09-30 12:15:00,347.8304,348.1567,347.8304,347.8784,558731.0,-0.08578717099047317,0.013798876793380543,347.99355,0.9995311694713881,1.0004688305286118,0.9995311694713881,0.9996691030623986,13.233423419857477
2022-09-30 12:20:00,347.864,348.0991,347.1703,347.8784,635426.0,0.12862749922898686,0.0,347.6347,1.0006596004368953,1.0013358850540524,0.9986641149459475,1.000701023229269,13.362050919086464
2022-09-30 12:25:00,347.8784,348.2047,347.7153,347.7729,520694.0,-0.19913310295173758,-0.03033128833624943,347.96000000000004,0.9997654902862397,1.0007032417519255,0.9992967582480744,0.999462294516611,13.162917816134726
2022-09-30 12:30:00,347.779,348.1519,347.7164,348.0895,407757.0,-0.24449112841684872,0.09099500758935619,347.93415000000005,0.9995540822882719,1.0006258368142362,0.9993741631857637,1.0004464925331416,12.918426687717877
2022-09-30 12:35:00,348.0895,348.5981,347.888,348.4829,854456.0,0.7397936003934973,0.11295309484733451,348.24305,0.9995590723203234,1.0010195465494574,0.9989804534505426,1.0006887431062874,13.658220288111375
2022-09-30 12:40:00,348.5021,348.6072,348.2814,348.5405,542597.0,-0.45409813785444975,0.016527422215961707,348.4443,1.0001658801708049,1.0004675065713515,0.9995324934286485,1.0002760842981218,13.204122150256925
2022-09-30 12:45:00,348.5213,348.6892,348.3678,348.5405,570675.0,0.0504529994559082,0.0,348.5285,0.9999793417181091,1.0004610813749808,0.9995389186250191,1.000034430469818,13.254575149712833
2022-09-30 12:50:00,348.5501,348.6844,348.0511,348.0798,367027.0,-0.44138445589993935,-0.1322671955338528,348.36775,1.0005234411049817,1.0009089532541402,0.9990910467458598,0.9991734309504826,12.813190693812894
2022-09-30 12:55:00,348.0703,348.3102,347.9168,347.9911,443876.0,0.19010982931646758,-0.02548590969109199,348.11350000000004,0.9998759025432795,1.000565045595761,0.9994349544042388,0.9996483905392924,13.003300523129361
2022-09-30 13:00:00,347.9648,348.0396,347.3794,347.7249,506457.0,0.13189417959013205,-0.07652548252181646,347.7095,1.0007342336059268,1.0009493557121678,0.9990506442878322,1.0000442898454025,13.135194702719494
2022-09-30 13:05:00,347.7201,348.194,347.6199,347.936,395756.0,-0.24664156400461934,0.06069049057648712,347.90695,0.9994629311084473,1.0008250769350828,0.9991749230649172,1.0000834993379695,12.888553138714874
2022-09-30 13:10:00,347.9466,348.3006,347.6577,347.6769,301675.0,-0.2714475807730725,-0.07449545917923572,347.97915,0.9999064599129,1.0009237622426514,0.9990762377573483,0.9991314134769281,12.617105557941802
2022-09-30 13:15:00,347.6673,347.9647,347.3986,347.5569,310222.0,0.02793789125374424,-0.034520761560052904,347.68165,0.9999587266109673,1.0008141068129424,0.9991858931870577,0.999641194753879,12.645043449195546
2022-09-30 13:20:00,347.5522,347.936,347.485,347.6001,361533.0,0.15306515352612315,0.01242884702463698,347.7105,0.9995447362101518,1.0006485280139654,0.9993514719860344,0.9996824944889497,12.798108602721669
2022-09-30 13:25:00,347.5905,348.2238,347.437,348.0223,351560.0,-0.027972930043087985,0.12138771029874817,347.8304,0.999310296052329,1.0011310109754639,0.9988689890245361,1.0005517056588498,12.770135672678581
2022-09-30 13:30:00,348.0319,348.2429,347.5234,347.5426,445558.0,0.23694703553719165,-0.13793107618065292,347.88315,1.0004275861018277,1.0010341115975292,0.9989658884024707,0.9990210793480512,13.007082708215773
2022-09-30 13:35:00,347.533,347.5516,346.8037,346.9284,835995.0,0.629295202971937,-0.1768828821189672,347.17764999999997,1.0010235393897045,1.0010771142670043,0.9989228857329958,0.9992820678404847,13.63637791118771
2022-09-30 13:40:00,346.9188,346.9188,346.4679,346.4774,524086.0,-0.46696683921368987,-0.13008257606053064,346.69335,1.0006502864851603,1.0006502864851603,0.9993497135148395,0.99937711525185,13.16941107197402
2022-09-30 13:45:00,346.4877,346.5158,346.1704,346.1992,718289.0,0.31521620203593237,-0.08032609011427994,346.3431,1.000417505069395,1.0004986384888281,0.999501361511172,0.9995845160478151,13.484627274009952
2022-09-30 13:50:00,346.1896,346.8229,346.084,346.535,932511.0,0.261008952667229,0.09694916933558062,346.45345,0.9992384258260382,1.0010663770269859,0.9989336229730142,1.000235385157804,13.745636226677181
2022-09-30 13:55:00,346.5446,346.7268,346.3534,346.3911,539154.0,-0.5478797033088867,-0.04153401122248823,346.54010000000005,1.0000129855101905,1.000538754389463,0.9994612456105367,0.9995700353292446,13.197756523368295
2022-09-30 14:00:00,346.3815,346.5638,345.9881,346.1512,807375.0,0.4037869999664796,-0.06928096943550344,346.27594999999997,1.0003048147005302,1.0008312734395792,0.999168726560421,0.9996397381914628,13.601543523334774
2022-09-30 14:05:00,346.156,346.5734,345.9401,346.4295,834527.0,0.03307685292926621,0.08036609018375884,346.25675,0.9997090309430791,1.0009144948076825,0.9990855051923174,1.0004989072415196,13.63462037626404
2022-09-30 14:10:00,346.4391,346.8613,346.4103,346.6214,594229.0,-0.3396003303282047,0.0553783293273824,346.6358,0.9994325456285819,1.0006505386921951,0.9993494613078049,0.9999584578396115,13.295020045935836
2022-09-30 14:15:00,346.631,347.1395,346.5302,346.6022,748271.0,0.2305004448714154,-0.005539338246673964,346.83484999999996,0.9994122562943142,1.0008783719398442,0.999121628060156,0.9993292196559833,13.525520490807251
2022-09-30 14:20:00,346.583,346.8804,346.2663,346.4102,819410.0,0.09081935726493384,-0.055410265361022226,346.57335,1.0000278440335935,1.000885959638847,0.9991140403611529,0.999529248281785,13.616339848072185
2022-09-30 14:25:00,346.4091,346.4199,345.7578,346.1512,735720.0,-0.10773495752745177,-0.07479481590344506,346.08885,1.000925340414752,1.000956546274172,0.9990434537258279,1.0001801560495232,13.508604890544733
2022-09-30 14:30:00,346.1421,346.6215,345.9353,346.5663,753218.0,0.023505082969897728,0.11984684945449686,346.27840000000003,0.9996063860754815,1.0009908212582708,0.999009178741729,1.0008314119506154,13.53210997351463
2022-09-30 14:35:00,346.583,346.5836,345.8297,346.1224,542633.0,-0.32792147787467485,-0.1281672591932903,346.20664999999997,1.0010870675072245,1.0010888005761878,0.9989111994238125,0.9997566482330714,13.204188495639956
2022-09-30 14:40:00,346.1224,346.1316,345.2012,345.5659,1396176.0,0.9450591332163452,-0.16091066455086178,345.66639999999995,1.0013191909887686,1.0013458062455594,0.9986541937544408,0.999709257249186,14.149247628856301
2022-09-30 14:45:00,345.5659,345.6234,344.6735,345.3068,1606587.0,0.1403749822107514,-0.07500658577113128,345.14845,1.0012094795732096,1.0013760745557454,0.9986239254442544,1.0004587880953832,14.289622611067053
2022-09-30 14:50:00,345.3452,345.5275,345.0477,345.1916,817841.0,-0.6751993909038507,-0.03336720289830453,345.2876,1.0001668174588372,1.0006947831315112,0.9993052168684888,0.9997219709019379,13.614423220163202
2022-09-30 14:55:00,345.2108,345.2108,344.6063,344.7886,938494.0,0.13760852164445403,-0.11681495956752386,344.90855,1.000876319244623,1.000876319244623,0.999123680755377,0.9996522266554424,13.752031741807656
2022-09-30 15:00:00,344.7982,346.18,344.6255,345.7078,1652214.0,0.5655950228174031,0.2662433990917812,345.40274999999997,0.9982497244159175,1.0022502716032227,0.9977497283967774,1.0008831718913647,14.317626764625059
2022-09-30 15:05:00,345.6834,346.1032,345.2492,345.3548,904600.0,-0.6023786285991797,-0.10216152073692086,345.6762,1.0000208287408854,1.001235260049723,0.9987647399502771,0.9990702281499276,13.71524813602588
2022-09-30 15:10:00,345.3164,345.7866,344.6639,344.8462,956039.0,0.05530585015464595,-0.14737738486525487,345.22525,1.0002640305134112,1.00162603981024,0.9983739601897601,0.9989020212165824,13.770553986180525
