date,open,high,low,close,volume
2024-03-01 04:00:00,498.4227,498.5206,498.1976,498.4227,9842
2024-03-01 04:05:00,498.3542,498.5303,498.2759,498.5303,4373
2024-03-01 04:10:00,498.5597,498.5989,498.4325,498.5695,4877
2024-03-01 04:15:00,498.5989,498.7065,498.5891,498.6380,5278
2024-03-01 04:20:00,498.7163,498.8338,498.7163,498.7946,4593
2024-03-01 04:25:00,498.7848,498.7848,498.7065,498.7163,1267
2024-03-01 04:30:00,498.7163,498.7163,498.3835,498.5206,4760
2024-03-01 04:35:00,498.5401,498.6772,498.5401,498.6576,890
2024-03-01 04:40:00,498.6576,498.7261,498.6282,498.6282,788
2024-03-01 04:45:00,498.6086,498.6380,498.5499,498.6380,188
2024-03-01 04:50:00,498.6184,498.6282,498.5793,498.6184,1123
2024-03-01 04:55:00,498.5695,498.5695,498.4423,498.4520,908
2024-03-01 05:00:00,498.4423,498.4423,498.1780,498.2465,3863
2024-03-01 05:05:00,498.1976,498.3542,498.1976,498.2954,1072
2024-03-01 05:10:00,498.2661,498.2661,497.6788,497.7375,3054
2024-03-01 05:15:00,497.7375,497.7375,497.0132,497.0230,3722
2024-03-01 05:20:00,497.1013,497.1013,496.6707,496.7000,8861
2024-03-01 05:25:00,496.6707,496.7196,496.5924,496.6022,4708
2024-03-01 05:30:00,496.6119,496.9447,496.6119,496.9349,1402
2024-03-01 05:35:00,497.0720,497.2677,496.9251,497.2481,2259
2024-03-01 05:40:00,497.0328,497.1307,496.9643,497.1307,395
2024-03-01 05:45:00,497.0524,497.0915,496.9937,497.0720,1255
2024-03-01 05:50:00,497.0915,497.0915,496.7783,496.8664,26142
2024-03-01 05:55:00,496.8958,497.1698,496.8371,497.1307,56919
2024-03-01 06:00:00,497.1698,497.3167,497.1307,497.2677,11850
2024-03-01 06:05:00,497.2677,497.3852,497.1796,497.2384,42631
2024-03-01 06:10:00,497.2579,497.3852,497.1796,497.3852,806
2024-03-01 06:15:00,497.3754,497.5418,497.3754,497.5418,1351
2024-03-01 06:20:00,497.5418,497.5418,497.3754,497.4341,1148
2024-03-01 06:25:00,497.4831,497.5026,497.4243,497.4537,549
2024-03-01 06:30:00,497.5026,497.5418,497.4047,497.5124,962
2024-03-01 06:35:00,497.5222,497.5222,497.3460,497.4145,1731
2024-03-01 06:40:00,497.5614,497.6005,497.5222,497.5222,734
2024-03-01 06:45:00,497.5614,497.7082,497.5614,497.6397,1842
2024-03-01 06:50:00,497.6494,497.6494,497.5614,497.5711,2412
2024-03-01 06:55:00,497.6005,497.6592,497.6005,497.6592,958
2024-03-01 07:00:00,497.6788,497.7277,497.5907,497.6592,2784
2024-03-01 07:05:00,497.6299,497.6886,497.5124,497.5124,2513
2024-03-01 07:10:00,497.5222,497.5907,497.4928,497.5320,11456
2024-03-01 07:15:00,497.5614,497.6299,497.5124,497.5418,4952
2024-03-01 07:20:00,497.5134,497.6201,497.3852,497.4243,4010
2024-03-01 07:25:00,497.4047,497.5418,497.4047,497.4047,9597
2024-03-01 07:30:00,497.4439,497.5222,497.3852,497.4831,1353
2024-03-01 07:35:00,497.4733,497.7180,497.4733,497.7082,3297
2024-03-01 07:40:00,497.7385,497.7385,497.6690,497.6690,10958
2024-03-01 07:45:00,497.6886,497.8060,497.6690,497.7865,102728
2024-03-01 07:50:00,497.7963,497.9822,497.7963,497.9822,36397
2024-03-01 07:55:00,497.9724,498.0214,497.7473,497.7473,13714
2024-03-01 08:00:00,497.7064,499.1470,496.6119,498.5499,36194
2024-03-01 08:05:00,498.5793,499.1470,497.2971,497.2971,8891
2024-03-01 08:10:00,498.0605,498.1976,497.2971,498.0997,52107
2024-03-01 08:15:00,498.0997,498.1976,498.0410,498.1339,6732
