date,open,high,low,close,volume
2024-02-01 04:00:00,474.4231,474.5797,473.9239,474.2860,21266
2024-02-01 04:05:00,474.3350,474.4035,474.2077,474.2273,4992
2024-02-01 04:10:00,474.2469,474.4720,474.2469,474.4426,2521
2024-02-01 04:15:00,474.4426,474.6286,474.4426,474.5209,2847
2024-02-01 04:20:00,474.5014,474.5307,474.4426,474.4916,942
2024-02-01 04:25:00,474.5112,474.5209,474.4622,474.4622,1400
2024-02-01 04:30:00,474.5014,474.5895,474.4818,474.4818,1355
2024-02-01 04:35:00,474.4622,474.4818,474.3741,474.3937,2290
2024-02-01 04:40:00,474.4133,474.4916,474.3154,474.3839,5130
2024-02-01 04:45:00,474.3937,474.5992,474.3937,474.5992,1422
2024-02-01 04:50:00,474.5601,474.6090,474.5601,474.6090,845
2024-02-01 04:55:00,474.6090,474.6188,474.4916,474.5014,185
2024-02-01 05:00:00,474.5209,474.6090,474.4818,474.5601,723
2024-02-01 05:05:00,474.5699,474.5895,474.5209,474.5405,6181
2024-02-01 05:10:00,474.5992,474.7265,474.5895,474.6775,3361
2024-02-01 05:15:00,474.6775,474.6971,474.6188,474.6384,2481
2024-02-01 05:20:00,474.6384,474.7852,474.6384,474.7852,1270
2024-02-01 05:25:00,474.7069,474.7754,474.6873,474.7069,610
2024-02-01 05:30:00,474.6873,474.7265,474.6775,474.7167,2605
2024-02-01 05:35:00,474.7265,474.7852,474.7167,474.7363,5163
2024-02-01 05:40:00,474.7363,474.7950,474.7363,474.7656,669
2024-02-01 05:45:00,474.7656,474.8244,474.7461,474.8048,1435
2024-02-01 05:50:00,474.7852,474.8244,474.7167,474.7950,2242
2024-02-01 05:55:00,474.8341,474.8733,474.7950,474.8537,4707
2024-02-01 06:00:00,474.8537,474.9124,474.7558,474.8733,58654
2024-02-01 06:05:00,474.8048,474.8537,474.7558,474.7558,1257
2024-02-01 06:10:00,474.7558,474.7754,474.6580,474.6971,1514
2024-02-01 06:15:00,474.6580,474.7265,474.6580,474.7069,456
2024-02-01 06:20:00,474.7069,474.7363,474.6188,474.6188,2307
2024-02-01 06:25:00,474.6286,474.6971,474.6286,474.6873,2170
2024-02-01 06:30:00,474.6873,474.7265,474.6580,474.6971,5044
2024-02-01 06:35:00,474.6971,474.7852,474.6971,474.7754,635
2024-02-01 06:40:00,474.7754,474.8048,474.7167,474.7558,1783
2024-02-01 06:45:00,474.7363,474.7852,474.6775,474.7656,1393
2024-02-01 06:50:00,474.7754,474.7754,474.6090,474.7069,5458
2024-02-01 06:55:00,474.7461,474.9027,474.7461,474.9027,6570
2024-02-01 07:00:00,474.8831,474.9124,474.6090,474.8048,58395
2024-02-01 07:05:00,474.8244,475.1474,474.8244,475.0886,14389
