date,open,high,low,close,volume
2020-03-02 04:00:00,275.7378,275.7378,274.7274,275.5541,25173
2020-03-02 04:05:00,275.5908,275.9949,275.5449,275.5541,17705
2020-03-02 04:10:00,275.6551,275.9031,275.0397,275.2693,15910
2020-03-02 04:15:00,275.0029,275.0489,274.2865,274.9662,23668
2020-03-02 04:20:00,275.0948,276.0776,275.0948,275.9949,17278
2020-03-02 04:25:00,275.8939,275.8939,275.2326,275.3428,10762
2020-03-02 04:30:00,275.5908,275.6643,274.5896,274.5896,16399
2020-03-02 04:35:00,274.4059,274.5070,273.7446,273.7446,9073
2020-03-02 04:40:00,273.9467,273.9467,272.3393,272.3393,33329
2020-03-02 04:45:00,272.2933,273.3680,272.0821,273.1476,21261
2020-03-02 04:50:00,273.1476,273.2210,272.4311,272.4311,12180
2020-03-02 04:55:00,272.4862,273.1016,272.3025,273.0190,25568
2020-03-02 05:00:00,273.2670,273.2670,272.6699,272.6699,7350
2020-03-02 05:05:00,272.6516,272.9455,272.5230,272.6424,19920
2020-03-02 05:10:00,272.5138,272.5138,272.0086,272.1188,13699
2020-03-02 05:15:00,272.1372,273.0557,272.1372,272.6975,6932
2020-03-02 05:20:00,272.5781,272.5781,272.0729,272.0729,8789
2020-03-02 05:25:00,272.3301,272.9455,272.3301,272.9455,6081
2020-03-02 05:30:00,272.9822,273.6252,272.8077,273.2578,15412
2020-03-02 05:35:00,273.2945,273.2945,272.9822,272.9914,4197
2020-03-02 05:40:00,273.2394,273.2394,272.5230,272.7985,4078
2020-03-02 05:45:00,272.8720,272.9822,272.2474,272.3301,4100
2020-03-02 05:50:00,272.3484,272.6148,272.2290,272.4587,36666
2020-03-02 05:55:00,272.5597,272.5689,271.8341,271.9902,24030
2020-03-02 06:00:00,271.8800,271.9535,271.0350,271.0533,58894
2020-03-02 06:05:00,271.0901,271.6687,271.0533,271.3013,25502
2020-03-02 06:10:00,271.2003,271.3473,270.3002,270.3002,34245
2020-03-02 06:15:00,270.2634,271.1819,270.2267,271.1819,73755
2020-03-02 06:20:00,271.2646,271.2646,270.5482,270.7778,16017
2020-03-02 06:25:00,270.6859,270.7962,270.1073,270.1073,97834
2020-03-02 06:30:00,270.1808,270.3553,269.6021,269.6756,128032
2020-03-02 06:35:00,269.7031,270.2450,269.5286,269.9603,27055
2020-03-02 06:40:00,269.9328,270.0613,268.9959,269.2163,73321
2020-03-02 06:45:00,269.2163,269.8042,269.0877,269.5562,105972
2020-03-02 06:50:00,269.6480,269.6480,268.5825,268.6744,54633
2020-03-02 06:55:00,268.6836,268.9591,266.9660,267.3793,253449
2020-03-02 07:00:00,267.4160,268.6377,267.1956,268.2335,188212
2020-03-02 07:05:00,268.3345,269.2622,268.0222,269.1520,112252
2020-03-02 07:10:00,269.1520,269.1979,268.2151,268.4723,148015
2020-03-02 07:15:00,268.6468,268.8581,268.3162,268.3162,98698
2020-03-02 07:20:00,268.3345,268.9040,268.1508,268.6836,117193
2020-03-02 07:25:00,268.6652,269.5378,268.5274,269.5378,73780
2020-03-02 07:30:00,269.4827,269.6388,268.7662,268.9132,111139
2020-03-02 07:35:00,269.0234,269.4643,268.6652,268.6652,122219
2020-03-02 07:40:00,268.6744,269.5286,268.6468,269.0694,94155
2020-03-02 07:45:00,269.1153,269.6021,268.9867,269.2714,58089
2020-03-02 07:50:00,269.1796,269.3725,269.0051,269.1245,77395
2020-03-02 07:55:00,269.1520,270.8329,269.1520,270.3093,171142
2020-03-02 08:00:00,270.4288,277.4554,267.2783,269.9695,318572
2020-03-02 08:05:00,270.0889,272.9179,269.8409,269.9787,268168
2020-03-02 08:10:00,269.9879,271.9719,269.9052,270.4838,495761
2020-03-02 08:15:00,270.4012,270.9523,270.2910,270.3920,188971
2020-03-02 08:20:00,270.3920,270.4104,268.9959,269.2163,273536
2020-03-02 08:25:00,269.1704,269.2163,268.6560,269.1796,201309
2020-03-02 08:30:00,269.1704,269.5286,268.8030,269.4919,124583
2020-03-02 08:35:00,269.4919,270.0062,269.3174,269.7123,201113
2020-03-02 08:40:00,269.6572,270.0430,269.1704,269.2071,164544
2020-03-02 08:45:00,269.1796,269.8133,269.1061,269.8042,89503
2020-03-02 08:50:00,269.8042,270.9339,269.7950,270.5390,320419
2020-03-02 08:55:00,270.5390,272.2566,270.5390,272.0086,481175
2020-03-02 09:00:00,272.0637,273.2302,272.0637,272.7434,706122
2020-03-02 09:05:00,272.7985,273.3496,272.5781,272.7067,331132
2020-03-02 09:10:00,272.8536,273.3772,272.5046,272.9822,279497
2020-03-02 09:15:00,272.9179,273.1567,272.4587,272.9179,137048
2020-03-02 09:20:00,272.9363,273.4415,272.9363,273.3956,300771
2020-03-02 09:25:00,273.4598,274.4335,273.3037,273.9742,485722
2020-03-02 09:30:00,273.9007,274.7366,272.8169,273.1544,6006745
2020-03-02 09:35:00,273.1292,273.1567,271.7606,271.8616,3917540
2020-03-02 09:40:00,271.8570,273.3129,271.8157,272.8812,3766592
2020-03-02 09:45:00,272.8720,274.3416,272.8353,273.2486,2513241
2020-03-02 09:50:00,273.2486,273.6252,272.3852,273.4231,2310260
2020-03-02 09:55:00,273.4139,273.4598,272.1096,272.3209,2472733
2020-03-02 10:00:00,272.3301,272.8996,271.6228,272.0913,2447244
2020-03-02 10:05:00,272.0959,272.1647,270.4655,270.7410,3325975
2020-03-02 10:10:00,270.7410,272.6975,270.7043,272.6731,2449842
2020-03-02 10:15:00,272.6791,272.8261,271.4116,271.9902,1648539
2020-03-02 10:20:00,271.9810,272.0913,270.7870,271.2187,1492102
2020-03-02 10:25:00,271.2370,272.3668,271.0442,272.1831,1754630
2020-03-02 10:30:00,272.1739,272.5505,271.1176,271.6687,1736066
