date,open,high,low,close,volume
2020-07-01 04:00:00,286.5870,286.7262,286.5870,286.7262,4050
2020-07-01 04:05:00,286.8005,286.8469,286.7726,286.8098,11977
2020-07-01 04:10:00,286.8655,286.9397,286.8655,286.9026,4713
2020-07-01 04:15:00,286.8283,286.8283,286.4570,286.4570,2418
2020-07-01 04:25:00,286.4570,286.4570,286.3642,286.3642,700
2020-07-01 04:30:00,286.5499,286.5499,286.4849,286.5034,700
2020-07-01 04:45:00,286.4663,286.4663,286.4663,286.4663,100
2020-07-01 04:50:00,286.4570,286.5313,286.4570,286.5313,200
2020-07-01 04:55:00,286.5313,286.6427,286.5313,286.5963,1500
2020-07-01 05:00:00,286.7169,286.7355,286.6984,286.7355,770
2020-07-01 05:05:00,286.7726,286.8283,286.7634,286.8283,1395
2020-07-01 05:10:00,286.8747,286.9212,286.8562,286.8747,1300
2020-07-01 05:15:00,286.8562,286.9026,286.8562,286.9026,625
2020-07-01 05:20:00,286.9026,286.9676,286.9026,286.9212,3500
2020-07-01 05:25:00,286.8747,287.1439,286.8747,287.1439,2880
2020-07-01 05:30:00,287.1625,287.1718,286.8840,286.9212,1350
2020-07-01 05:35:00,286.8283,286.8469,286.6891,286.8469,1890
2020-07-01 05:40:00,286.7355,286.7355,286.1786,286.2250,7655
2020-07-01 05:45:00,286.2435,286.2435,285.8444,286.0857,12536
2020-07-01 05:50:00,286.0672,286.2807,286.0672,286.2807,4600
2020-07-01 05:55:00,286.2807,286.2807,286.0393,286.0393,10595
2020-07-01 06:00:00,285.8815,286.0950,285.8815,286.0579,8975
2020-07-01 06:05:00,286.1229,286.4385,286.1136,286.4013,7025
2020-07-01 06:10:00,286.4106,286.4385,286.3085,286.3085,1165
2020-07-01 06:15:00,286.2343,286.4849,286.2343,286.4756,2000
2020-07-01 06:20:00,286.4756,286.4756,286.4385,286.4385,700
2020-07-01 06:25:00,286.2992,286.2992,286.1600,286.2250,1388
2020-07-01 06:30:00,286.1600,286.2714,286.1600,286.2343,1108
2020-07-01 06:35:00,286.3456,286.3456,285.4545,285.7330,19654
2020-07-01 06:40:00,285.7237,285.7423,285.4638,285.6495,20501
2020-07-01 06:45:00,285.6495,285.7423,285.5938,285.6959,23250
2020-07-01 06:50:00,285.6959,285.7144,285.1296,285.1296,53171
2020-07-01 06:55:00,285.1482,285.3803,285.1204,285.3803,24969
2020-07-01 07:00:00,285.3896,285.4174,284.7398,284.8233,81491
2020-07-01 07:05:00,284.8419,284.9347,284.7212,284.8883,71738
2020-07-01 07:10:00,284.8790,285.2039,284.8790,285.1111,16818
2020-07-01 07:15:00,285.1296,285.3617,285.1296,285.2039,22552
2020-07-01 07:20:00,285.1296,285.2596,285.1111,285.1761,14449
2020-07-01 07:25:00,285.1575,285.2225,285.0183,285.2132,50603
2020-07-01 07:30:00,285.1482,285.1946,284.4892,284.5170,90275
2020-07-01 07:35:00,284.5170,284.6470,284.4335,284.6470,45862
2020-07-01 07:40:00,284.6098,284.7955,284.5077,284.7769,71384
2020-07-01 07:45:00,284.7676,284.8419,284.6841,284.7026,47016
2020-07-01 07:50:00,284.6748,285.1389,284.6655,285.1389,89683
2020-07-01 07:55:00,285.0925,285.1482,284.9904,285.1111,44093
2020-07-01 08:00:00,285.0647,286.8098,284.4892,285.1296,91457
2020-07-01 08:05:00,285.0647,285.1204,284.9718,285.0739,25235
2020-07-01 08:10:00,285.0275,285.3060,284.9718,285.2503,57494
