date,open,high,low,close,volume
2023-05-01 04:00:00,402.7258,402.7258,402.6483,402.6967,100743
2023-05-01 04:05:00,402.6774,402.6870,402.4838,402.4838,55601
2023-05-01 04:10:00,402.5322,402.5322,402.3387,402.3387,21500
2023-05-01 04:15:00,402.3387,402.3387,402.2612,402.3096,11306
2023-05-01 04:20:00,402.3096,402.4354,402.3096,402.3677,11331
2023-05-01 04:25:00,402.3967,402.4064,402.3290,402.3290,14439
2023-05-01 04:30:00,402.3096,402.3096,402.1741,402.1935,5540
2023-05-01 04:35:00,402.2225,402.2516,402.2225,402.2516,1155
2023-05-01 04:40:00,402.2903,402.2903,402.2903,402.2903,102
2023-05-01 04:45:00,402.2999,402.3774,402.2999,402.3677,765
2023-05-01 04:50:00,402.3387,402.3677,402.3387,402.3677,400
2023-05-01 04:55:00,402.3774,402.3774,402.2903,402.2903,600
2023-05-01 05:00:00,402.3967,402.4064,402.3870,402.3870,2100
2023-05-01 05:05:00,402.3774,402.3774,402.3774,402.3774,100
2023-05-01 05:10:00,402.3870,402.5032,402.3870,402.5032,702
2023-05-01 05:15:00,402.5903,402.5903,402.5709,402.5903,1323
2023-05-01 05:20:00,402.6677,402.7161,402.6677,402.6677,3220
2023-05-01 05:25:00,402.6580,402.6580,402.6290,402.6290,600
2023-05-01 05:30:00,402.6387,402.6387,402.6387,402.6387,100
2023-05-01 05:35:00,402.6096,402.6096,402.5709,402.5709,400
2023-05-01 05:40:00,402.5516,402.5612,402.5516,402.5612,409
2023-05-01 05:45:00,402.4741,402.5709,402.4741,402.5225,24801
2023-05-01 05:50:00,402.5032,402.5903,402.5032,402.5806,31399
2023-05-01 05:55:00,402.5806,402.5806,402.5709,402.5806,10119
2023-05-01 06:00:00,402.5709,402.5709,402.4935,402.5032,2609
2023-05-01 06:05:00,402.5128,402.5806,402.4935,402.5806,2002
2023-05-01 06:10:00,402.6096,402.6193,402.6096,402.6096,1398
2023-05-01 06:15:00,402.5128,402.5128,402.4741,402.4935,900
2023-05-01 06:20:00,402.4741,402.4741,402.4161,402.4161,2800
2023-05-01 06:25:00,402.4645,402.4645,402.4258,402.4258,3700
2023-05-01 06:30:00,402.4451,402.4548,402.3677,402.3677,1300
2023-05-01 06:35:00,402.4064,402.4064,402.4064,402.4064,500
2023-05-01 06:40:00,402.2903,402.3774,402.2128,402.3677,9344
2023-05-01 06:45:00,402.3677,402.5322,402.3677,402.5225,12568
2023-05-01 06:50:00,402.5225,402.5322,402.4548,402.4548,17900
2023-05-01 06:55:00,402.4451,402.5128,402.4451,402.4838,1729
2023-05-01 07:00:00,402.4838,402.5312,402.4161,402.4741,32687
2023-05-01 07:05:00,402.5032,402.5225,402.4935,402.5032,2427
2023-05-01 07:10:00,402.4548,402.4548,402.3387,402.3483,11742
2023-05-01 07:15:00,402.2903,402.3870,402.2225,402.3677,4663
2023-05-01 07:20:00,402.3677,402.4258,402.3677,402.3870,6301
2023-05-01 07:25:00,402.4354,402.4354,402.3193,402.3387,2686
2023-05-01 07:30:00,402.3290,402.3580,402.3193,402.3387,2734
2023-05-01 07:35:00,402.4064,402.4064,402.3580,402.3870,23725
2023-05-01 07:40:00,402.3677,402.3677,402.2225,402.2419,14169
2023-05-01 07:45:00,402.2419,402.2419,401.9999,402.0387,28457
2023-05-01 07:50:00,402.0774,402.1354,402.0774,402.1064,21650
2023-05-01 07:55:00,402.0967,402.0967,401.9999,402.0193,9858
2023-05-01 08:00:00,402.4935,402.9096,401.9128,401.9322,30259
2023-05-01 08:05:00,401.9225,402.0677,401.9225,402.0483,7650
2023-05-01 08:10:00,402.0580,402.2128,402.0483,402.0774,14311
2023-05-01 08:15:00,402.0193,402.0870,401.9032,402.0774,31820
2023-05-01 08:20:00,402.0774,402.1354,402.0096,402.0967,6011
2023-05-01 08:25:00,402.1064,402.1064,402.0096,402.0774,5998
2023-05-01 08:30:00,402.0774,402.0774,401.8741,401.9903,14842
2023-05-01 08:35:00,401.9709,402.3193,401.9612,402.3193,21205
2023-05-01 08:40:00,402.3290,402.4064,402.2806,402.3580,89246
2023-05-01 08:45:00,402.3580,402.3580,402.2128,402.2225,45679
2023-05-01 08:50:00,402.2419,402.2419,402.1935,402.1935,11558
2023-05-01 08:55:00,402.2322,402.3193,402.2128,402.3193,7841
2023-05-01 09:00:00,402.2806,402.2806,402.0870,402.1258,11447
2023-05-01 09:05:00,402.1258,402.5128,402.0290,402.0290,144148
2023-05-01 09:10:00,402.0193,402.0483,401.8741,402.0193,37395
2023-05-01 09:15:00,401.9806,402.0483,401.9322,401.9806,9258
2023-05-01 09:20:00,401.9612,402.0483,401.8354,401.8548,12155
2023-05-01 09:25:00,401.8548,402.0483,401.8064,402.0387,28226
2023-05-01 09:30:00,402.0677,402.4548,401.9806,402.3774,963038
2023-05-01 09:35:00,402.3870,402.8032,402.2420,402.7596,937816
2023-05-01 09:40:00,402.7548,402.8516,402.5903,402.7258,621055
2023-05-01 09:45:00,402.7161,403.2290,402.6967,403.1709,805647
2023-05-01 09:50:00,403.1806,403.2869,402.9919,403.0265,1525027
2023-05-01 09:55:00,403.0258,403.0741,402.8806,402.9579,551084
2023-05-01 10:00:00,402.9290,402.9290,402.3580,402.6290,1150065
2023-05-01 10:05:00,402.6290,402.9483,402.3677,402.9387,642058
2023-05-01 10:10:00,402.9435,403.1032,402.6677,402.8806,654291
2023-05-01 10:15:00,402.8806,403.3362,402.7741,403.0258,789582
2023-05-01 10:20:00,403.0161,403.0935,402.4258,402.6387,661340
2023-05-01 10:25:00,402.6290,402.7450,402.4838,402.5710,483941
2023-05-01 10:30:00,402.5806,402.9580,402.4064,402.8419,490802
2023-05-01 10:35:00,402.8516,403.0741,402.7741,402.9677,401558
2023-05-01 10:40:00,402.9725,403.1124,402.6774,403.0548,387047
2023-05-01 10:45:00,403.0451,403.4709,403.0355,403.4709,661783
2023-05-01 10:50:00,403.4612,403.4709,403.1661,403.3354,410468
2023-05-01 10:55:00,403.3451,403.6161,403.2774,403.5095,636606
2023-05-01 11:00:00,403.5096,403.6838,403.1516,403.2774,590758
2023-05-01 11:05:00,403.2774,403.4467,403.1806,403.2193,563974
2023-05-01 11:10:00,403.2193,403.3258,402.8903,403.0074,545974
2023-05-01 11:15:00,403.0112,403.0258,402.3120,402.6387,907935
2023-05-01 11:20:00,402.6387,402.8709,402.2999,402.3096,540389
2023-05-01 11:25:00,402.2999,402.5516,402.1645,402.4451,602639
2023-05-01 11:30:00,402.4354,402.5516,402.2996,402.4935,394989
2023-05-01 11:35:00,402.5032,402.7548,402.4693,402.5903,454151
2023-05-01 11:40:00,402.5806,402.7354,402.3774,402.7064,388055
2023-05-01 11:45:00,402.7064,402.8177,402.6291,402.7368,344371
2023-05-01 11:50:00,402.7451,402.7838,402.5806,402.7258,514174
2023-05-01 11:55:00,402.7209,402.9580,402.5612,402.9192,484899
2023-05-01 12:00:00,402.8999,403.1903,402.8661,403.1435,362973
2023-05-01 12:05:00,403.1516,403.1806,402.9580,403.1758,392623
2023-05-01 12:10:00,403.1805,403.2870,402.9967,403.1370,392836
2023-05-01 12:15:00,403.1322,403.3023,403.0935,403.2290,266408
2023-05-01 12:20:00,403.2290,403.3354,403.1903,403.2677,283073
2023-05-01 12:25:00,403.2774,403.4516,403.2096,403.3596,324623
2023-05-01 12:30:00,403.3548,403.9064,403.3548,403.7419,820779
2023-05-01 12:35:00,403.7516,404.1483,403.6887,403.9548,499651
2023-05-01 12:40:00,403.9451,404.0128,403.7419,403.7612,546153
2023-05-01 12:45:00,403.7419,403.7903,403.4999,403.5580,354275
2023-05-01 12:50:00,403.5387,403.7225,403.5387,403.6933,248577
2023-05-01 12:55:00,403.6935,403.8387,403.6306,403.7032,340516
2023-05-01 13:00:00,403.7322,403.8677,403.5580,403.6064,337873
2023-05-01 13:05:00,403.6064,403.8178,403.6016,403.6645,276686
2023-05-01 13:10:00,403.6741,403.8338,403.6451,403.7032,245754
2023-05-01 13:15:00,403.6935,403.8580,403.4806,403.5822,302060
2023-05-01 13:20:00,403.5774,403.7612,403.5289,403.7080,226756
2023-05-01 13:25:00,403.7128,403.7612,403.3354,403.3858,327328
2023-05-01 13:30:00,403.3935,403.4999,403.2193,403.4854,418702
2023-05-01 13:35:00,403.4903,403.5193,403.1854,403.3693,292927
2023-05-01 13:40:00,403.3721,403.7322,403.3596,403.4516,478637
2023-05-01 13:45:00,403.4419,403.6887,403.3741,403.5580,257906
2023-05-01 13:50:00,403.5532,403.6258,403.4032,403.4495,229615
2023-05-01 13:55:00,403.4516,403.6209,403.3645,403.5774,265496
2023-05-01 14:00:00,403.5774,403.6741,403.4032,403.4419,638222
2023-05-01 14:05:00,403.4274,403.5145,403.2774,403.5096,529351
2023-05-01 14:10:00,403.5193,403.5387,403.2580,403.2774,333798
2023-05-01 14:15:00,403.2677,403.2870,403.1225,403.1419,379806
2023-05-01 14:20:00,403.1516,403.3258,403.0741,403.0887,538317
2023-05-01 14:25:00,403.0838,403.1806,402.9580,403.1177,374238
2023-05-01 14:30:00,403.1322,403.1322,402.1838,402.2622,803720
2023-05-01 14:35:00,402.2661,402.3710,402.0193,402.3387,1050890
2023-05-01 14:40:00,402.3387,402.5903,402.1075,402.5033,684344
2023-05-01 14:45:00,402.5032,402.5564,402.2922,402.4645,359369
2023-05-01 14:50:00,402.4741,402.5564,402.2806,402.5032,511145
2023-05-01 14:55:00,402.5032,402.7741,402.4161,402.6580,504879
2023-05-01 15:00:00,402.6580,402.7935,402.3677,402.4645,502602
2023-05-01 15:05:00,402.4741,402.6677,402.4741,402.5419,460782
2023-05-01 15:10:00,402.5516,402.6774,402.4451,402.4983,508510
2023-05-01 15:15:00,402.4935,402.4935,402.2322,402.3580,550427
2023-05-01 15:20:00,402.3677,402.6145,402.3290,402.4838,705358
2023-05-01 15:25:00,402.4935,402.5225,402.3290,402.3822,532027
2023-05-01 15:30:00,402.3870,402.5419,402.2612,402.3290,615402
2023-05-01 15:35:00,402.3290,402.3580,401.8983,401.9516,988636
2023-05-01 15:40:00,401.9516,402.2616,401.8693,402.2128,841119
2023-05-01 15:45:00,402.2032,402.5806,402.2032,402.4838,1052730
2023-05-01 15:50:00,402.4935,402.6677,402.1772,402.3725,1964476
2023-05-01 15:55:00,402.3580,402.5903,402.1161,402.1258,3359387
2023-05-01 16:00:00,402.1258,402.8610,402.0677,402.8610,1498707
2023-05-01 16:05:00,402.3967,402.3967,402.1354,402.1645,239087
2023-05-01 16:10:00,402.1741,402.2032,402.0870,402.1064,204256
2023-05-01 16:15:00,402.2384,402.2419,402.1645,402.2419,137612
2023-05-01 16:20:00,402.2419,402.2612,402.0387,402.0580,288074
2023-05-01 16:25:00,402.0580,402.1838,402.0580,402.1354,184963
2023-05-01 16:30:00,402.1258,402.1354,402.0096,402.0096,110181
2023-05-01 16:35:00,402.0096,402.0096,401.7870,401.8064,179477
2023-05-01 16:40:00,401.7580,401.9032,401.7580,401.7967,48412
2023-05-01 16:45:00,401.7967,402.1064,401.6032,401.6709,97875
2023-05-01 16:50:00,401.6709,401.6709,401.5741,401.5935,35027
2023-05-01 16:55:00,401.5935,401.6612,401.5451,401.6612,30530
2023-05-01 17:00:00,401.5838,401.6999,401.5838,401.6516,7706
2023-05-01 17:05:00,401.6903,401.6999,401.6128,401.6128,4571
2023-05-01 17:10:00,401.5935,401.7096,401.5935,401.7096,15029
2023-05-01 17:15:00,401.6999,401.7096,401.6806,401.6806,8628
2023-05-01 17:20:00,401.6806,401.6806,401.6612,401.6709,64203
2023-05-01 17:25:00,401.6709,401.7387,401.6612,401.6612,7540
2023-05-01 17:30:00,401.7096,401.7096,401.6903,401.6903,300
2023-05-01 17:35:00,401.6225,401.7580,401.6225,401.7580,8931
2023-05-01 17:40:00,401.7096,401.7387,401.6612,401.6999,5705
2023-05-01 17:45:00,401.6999,401.7096,401.6612,401.6806,4391
2023-05-01 17:50:00,401.7096,401.7290,401.6128,401.6128,8657
2023-05-01 17:55:00,401.7096,401.7096,401.5741,401.6225,15848
2023-05-01 18:00:00,401.6128,401.6128,401.3999,401.5354,15384
2023-05-01 18:05:00,401.5838,401.5838,401.5258,401.5258,2224
2023-05-01 18:10:00,401.5548,401.5645,401.4870,401.4870,4520
2023-05-01 18:15:00,401.5257,401.5451,401.5064,401.5451,1438
2023-05-01 18:20:00,401.5548,401.5548,401.5161,401.5161,749
2023-05-01 18:25:00,401.5832,401.6225,401.5451,401.6225,4160
2023-05-01 18:30:00,401.6806,401.7096,401.6806,401.7096,1484
2023-05-01 18:35:00,401.6999,401.7096,401.6999,401.6999,550
2023-05-01 18:40:00,401.6903,401.6903,401.6128,401.6322,910
2023-05-01 18:45:00,401.6612,401.6709,401.5645,401.5741,6767
2023-05-01 18:50:00,401.5548,401.6128,401.5354,401.5354,423
2023-05-01 18:55:00,401.6419,401.6516,401.6419,401.6516,1700
2023-05-01 19:00:00,401.6128,401.6903,401.6128,401.6903,856
2023-05-01 19:05:00,401.6999,401.7096,401.6903,401.7096,2141
2023-05-01 19:10:00,401.7096,401.7387,401.6709,401.6709,1050
2023-05-01 19:15:00,401.7096,401.7290,401.6709,401.7290,4380
2023-05-01 19:20:00,401.6225,401.6225,401.6225,401.6225,600
2023-05-01 19:25:00,401.6322,401.6516,401.6128,401.6128,6655
2023-05-01 19:30:00,401.6128,401.6128,401.5741,401.5741,1172
2023-05-01 19:35:00,401.6128,401.6128,401.5838,401.5838,2717
2023-05-01 19:40:00,401.5838,401.6128,401.5741,401.5741,5200
2023-05-01 19:45:00,401.6128,401.6419,401.6128,401.6322,1081
2023-05-01 19:50:00,401.6612,401.6612,401.6612,401.6612,1405
2023-05-01 19:55:00,401.6612,401.6612,401.6128,401.6128,3551
2023-05-02 04:00:00,401.7677,401.8548,401.7290,401.7483,1818
2023-05-02 04:05:00,401.8451,401.8838,401.7290,401.8838,1205
2023-05-02 04:10:00,401.8064,401.8064,401.7870,401.7870,624
2023-05-02 04:15:00,401.8161,401.8161,401.8161,401.8161,100
2023-05-02 04:20:00,401.7774,401.7870,401.6128,401.6128,2145
2023-05-02 04:25:00,401.6999,401.7096,401.6999,401.7096,1508
2023-05-02 04:30:00,401.7483,401.7870,401.7483,401.7580,2100
2023-05-02 04:35:00,401.6612,401.7096,401.5741,401.7096,6605
2023-05-02 04:40:00,401.7193,401.8161,401.7193,401.8064,1340
2023-05-02 04:45:00,401.8354,401.8548,401.8354,401.8548,1450
2023-05-02 04:50:00,401.8064,401.8064,401.6225,401.6225,3600
2023-05-02 04:55:00,401.6225,401.6612,401.6225,401.6612,1120
2023-05-02 05:00:00,401.6709,401.6903,401.6709,401.6903,1736
2023-05-02 05:05:00,401.7193,401.7193,401.5741,401.5741,731
2023-05-02 05:10:00,401.6419,401.6419,401.5258,401.5258,300
2023-05-02 05:15:00,401.5064,401.5354,401.5064,401.5354,1048
2023-05-02 05:20:00,401.7096,401.7096,401.6032,401.6032,980
2023-05-02 05:25:00,401.5935,401.6612,401.5935,401.6128,43100
2023-05-02 05:30:00,401.6128,401.6128,401.5451,401.5935,13925
2023-05-02 05:35:00,401.6322,401.8838,401.6322,401.8645,16066
2023-05-02 05:40:00,401.9516,401.9903,401.9128,401.9903,3941
2023-05-02 05:45:00,401.9999,401.9999,401.9516,401.9612,3247
2023-05-02 05:50:00,401.9032,401.9612,401.9032,401.9032,1500
2023-05-02 05:55:00,401.8064,401.8064,401.8064,401.8064,938
2023-05-02 06:00:00,401.6903,401.6903,401.4290,401.4290,30460
2023-05-02 06:05:00,401.4096,401.5838,401.4096,401.5838,2002
2023-05-02 06:10:00,401.5064,401.5838,401.3225,401.5838,5611
2023-05-02 06:15:00,401.4967,401.4967,401.4967,401.4967,800
2023-05-02 06:20:00,401.5451,401.5741,401.5161,401.5741,1230
2023-05-02 06:25:00,401.5935,401.5935,401.5741,401.5935,1153
2023-05-02 06:30:00,401.5645,401.5838,401.5645,401.5838,350
2023-05-02 06:35:00,401.6032,401.6322,401.5838,401.6322,1700
2023-05-02 06:40:00,401.5645,401.6128,401.5064,401.5258,6992
2023-05-02 06:45:00,401.5161,401.7580,401.5161,401.7580,27659
2023-05-02 06:50:00,401.7580,401.7967,401.7580,401.7580,34684
2023-05-02 06:55:00,401.7193,401.7387,401.7193,401.7387,700
2023-05-02 07:00:00,401.7387,401.7580,401.6612,401.6612,19026
2023-05-02 07:05:00,401.6903,401.8064,401.6709,401.8064,3550
2023-05-02 07:10:00,401.8354,401.8548,401.7774,401.8548,37650
2023-05-02 07:15:00,401.8548,401.9419,401.8548,401.8935,5797
2023-05-02 07:20:00,401.9709,401.9709,401.8741,401.8741,6656
2023-05-02 07:25:00,401.8064,401.8064,401.7290,401.7290,4308
2023-05-02 07:30:00,401.6999,401.7096,401.6225,401.6225,11293
2023-05-02 07:35:00,401.7193,401.7193,401.6322,401.6516,3500
2023-05-02 07:40:00,401.6322,401.7570,401.6322,401.7193,765
2023-05-02 07:45:00,401.7677,401.7870,401.5645,401.5645,9757
2023-05-02 07:50:00,401.5548,401.5935,401.5258,401.5838,5159
2023-05-02 07:55:00,401.6225,401.6903,401.6032,401.6709,10606
2023-05-02 08:00:00,401.7096,402.6774,401.4193,401.4870,26310
2023-05-02 08:05:00,401.4774,401.5451,401.4774,401.5354,3552
2023-05-02 08:10:00,401.5451,401.5451,401.4483,401.4483,10764
2023-05-02 08:15:00,401.4677,401.4774,401.3709,401.3903,25196
2023-05-02 08:20:00,401.4193,401.4677,401.3322,401.3419,12939
2023-05-02 08:25:00,401.3322,401.3903,401.2935,401.3709,65561
2023-05-02 08:30:00,401.2548,401.4677,401.1967,401.4387,16625
2023-05-02 08:35:00,401.4096,401.5451,401.4096,401.4870,17729
2023-05-02 08:40:00,401.4290,401.6128,401.4290,401.5741,104531
2023-05-02 08:45:00,401.5161,401.5451,401.3999,401.3999,10951
2023-05-02 08:50:00,401.3902,401.5161,401.3709,401.4678,8280
2023-05-02 08:55:00,401.4774,401.5838,401.3709,401.3806,9684
2023-05-02 09:00:00,401.3419,401.4967,401.3419,401.3612,17438
2023-05-02 09:05:00,401.3899,401.3899,401.2064,401.2258,15108
2023-05-02 09:10:00,401.2451,401.3032,401.1967,401.2353,14242
2023-05-02 09:15:00,401.1774,401.3903,401.1580,401.3516,30179
2023-05-02 09:20:00,401.3516,401.3903,401.3225,401.3322,12660
2023-05-02 09:25:00,401.3322,401.3903,401.2548,401.3903,94179
2023-05-02 09:30:00,401.3903,401.4483,400.6741,400.9209,1704148
2023-05-02 09:35:00,400.9161,400.9645,400.4612,400.7516,915356
2023-05-02 09:40:00,400.7467,400.8774,400.4903,400.6645,650467
2023-05-02 09:45:00,400.6596,400.8967,400.5774,400.6258,672814
2023-05-02 09:50:00,400.6161,400.7322,400.4612,400.5470,730906
2023-05-02 09:55:00,400.5483,400.5870,400.3064,400.4904,563887
2023-05-02 10:00:00,400.5387,400.7516,399.9096,399.9483,1043487
2023-05-02 10:05:00,399.9677,399.9677,399.3387,399.4596,1393604
2023-05-02 10:10:00,399.4645,399.5225,398.4677,398.7483,1731457
2023-05-02 10:15:00,398.7387,399.0145,398.5838,398.6796,1415332
2023-05-02 10:20:00,398.6806,398.7483,397.7032,397.7709,1795041
2023-05-02 10:25:00,397.7758,398.1483,397.3258,397.7177,1600995
2023-05-02 10:30:00,397.7177,397.7225,396.9048,396.9470,1998571
2023-05-02 10:35:00,396.9387,397.2387,396.4209,396.6677,2011953
2023-05-02 10:40:00,396.6628,397.0064,396.5806,396.6677,1552262
2023-05-02 10:45:00,396.6677,396.8225,396.0870,396.4354,1273362
2023-05-02 10:50:00,396.4161,396.6967,395.7822,396.1548,1726247
2023-05-02 10:55:00,396.1451,396.2612,395.7870,395.8901,1279892
2023-05-02 11:00:00,395.8741,396.0192,394.9548,395.6225,2367508
2023-05-02 11:05:00,395.6177,395.7241,395.2645,395.5712,1301294
2023-05-02 11:10:00,395.5693,395.7967,395.3806,395.5112,989064
2023-05-02 11:15:00,395.4967,395.7774,395.3322,395.3709,1206880
2023-05-02 11:20:00,395.3709,395.5838,395.0032,395.3306,1064039
2023-05-02 11:25:00,395.3322,395.3999,395.0322,395.2451,856212
2023-05-02 11:30:00,395.2451,395.3999,394.6645,395.1478,1517643
2023-05-02 11:35:00,395.1580,395.6032,395.0806,395.4790,1073879
2023-05-02 11:40:00,395.4870,395.9999,395.4678,395.9247,1294948
2023-05-02 11:45:00,395.9322,396.2177,395.8935,396.0725,1016328
2023-05-02 11:50:00,396.0677,396.1161,395.1096,395.6225,1041760
